"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Verrucomicrobia Verrucomicrobiae Verrucomicrobiales Akkermansiaceae",59759.7545982831,-0.939943881369027,0.135443093822915,-6.93976972054373,3.92739602518283e-12,1.02112296654754e-10
"Bacteroidetes Bacteroidia Bacteroidales Bacteroidaceae",142875.810778642,-0.497226452686832,0.126793164121499,-3.92155567795727,8.79791132156643e-05,0.00114372847180364
"Proteobacteria Betaproteobacteria Burkholderiales Sutterellaceae",17760.1778940817,-0.588695981159963,0.158159631007123,-3.72216334478835,0.000197523170077633,0.00171186747400615
"Bacteroidetes Bacteroidia Bacteroidales Rikenellaceae",629.67013480828,1.36302198228059,0.405134733117573,3.36436713730252,0.000767194129483546,0.00498676184164305
"Firmicutes Clostridia Clostridiales Ruminococcaceae",2979.80025372929,0.596584655519596,0.282651879853447,2.11066933582371,0.0348007434409179,0.139298353262625
"Bacteroidetes Bacteroidia Bacteroidales Porphyromonadaceae",11828.2996461024,0.381865813942185,0.184907127146473,2.06517628517203,0.0389063235179858,0.139298353262625
"Firmicutes Bacilli Lactobacillales Enterococcaceae",3.54623938582642,4.86571352892949,2.40104809258159,2.02649565577752,0.0427140174560136,0.139298353262625
"Firmicutes Erysipelotrichia Erysipelotrichales Erysipelatoclostridiaceae",93.997732182931,1.62688069967479,0.803373408802825,2.02506167349894,0.0428610317731153,0.139298353262625
"Firmicutes Clostridia Clostridiales unknown",65.0322989679439,1.66072637909234,0.874927995473591,1.89812920341337,0.0576790640206641,0.163427189821822
"Firmicutes Erysipelotrichia Erysipelotrichales Erysipelotrichaceae",2049.24593390823,0.472399738571418,0.253950445558226,1.86020440930121,0.0628566114699317,0.163427189821822
"Firmicutes Clostridia Clostridiales Lachnospiraceae",16101.143347856,0.348252680187074,0.23286755150593,1.4954968089584,0.134784832092299,0.292573421088834
"Firmicutes Clostridia Clostridiales Peptostreptococcaceae",24.1059362783535,3.20544630428823,2.18671053313364,1.46587591531592,0.142682094467042,0.292573421088834
"Firmicutes Clostridia Clostridiales Clostridiales_Incertae_Sedis_XIII",15.4228988042502,-1.5661090767251,1.08914788241967,-1.43792142646947,0.150456349491144,0.292573421088834
"Firmicutes Clostridia Clostridiales Eubacteriaceae",22.6631341583883,2.05609416817609,1.45471985514623,1.41339527394393,0.157539534432449,0.292573421088834
"Actinobacteria Coriobacteriia Eggerthellales Eggerthellaceae",7.24972004468725,2.07364822103533,1.69553912988121,1.22300227962336,0.221328835283631,0.383636647824961
"Bacteroidetes Bacteroidia Bacteroidales Odoribacteraceae",5.13564283972903,-2.74550708862634,3.17108032401117,-0.865795504401947,0.386602314970929,0.609358652331855
"Firmicutes unknown unknown unknown",3.72746731938033,3.93686375137495,4.66213198566427,0.844434212390495,0.398426811140059,0.609358652331855
"Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae",17.8388982199834,-1.63862728538718,2.6057383534717,-0.628853347153595,0.52944507102535,0.764753991481062
"Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae",30.0586571802698,0.65564730043004,1.15437885246591,0.56796544655118,0.570058430682289,0.780079957775764
"Proteobacteria Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae",165.642510705,-0.540098326686892,1.21776263647036,-0.443516914143751,0.657391887788226,0.825130720423932
"Bacteroidetes Bacteroidia Bacteroidales Barnesiellaceae",7.12108882877533,1.00209657297218,2.32492664395102,0.431022877895707,0.666451735727022,0.825130720423932
"Firmicutes Negativicutes Acidaminococcales Acidaminococcaceae",69.2990862135059,-0.408868293238373,1.1698850280459,-0.349494423329206,0.726718156735282,0.848952039220354
"Firmicutes Bacilli Lactobacillales Streptococcaceae",19.6094731515048,-0.656614209215038,2.06920838375262,-0.317326284955522,0.750996034694928,0.848952039220354
"Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae",4.67895428265545,0.301153840974518,1.4351783235616,0.209837227911276,0.833794716176885,0.903277609191625
"Firmicutes Clostridia Clostridiales Clostridiaceae_1",3.11367440560377,0,5.16147393680411,0,1,1
"Firmicutes Negativicutes Veillonellales Veillonellaceae",31.9992794813751,0,5.16147393680411,0,1,1
