"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Clostridiales Lachnospiraceae",11853.4234584191,-2.82856790563929,0.235972037341612,-11.9868775025425,4.16303987823387e-33,9.15868773211451e-32
"Erysipelotrichales Erysipelotrichaceae",1765.96594095123,2.95003812558968,0.273845571215065,10.7726340524706,4.63546306144149e-27,5.09900936758564e-26
"Clostridiales Ruminococcaceae",3082.78550449999,-2.71524498900741,0.295644262262734,-9.18416264271829,4.14741444221453e-20,3.04143725762399e-19
"Veillonellales Veillonellaceae",55.8755515795589,-24.9206322017577,3.49322625596187,-7.13398743045226,9.75022387860871e-13,5.36262313323479e-12
"Erysipelotrichales Erysipelatoclostridiaceae",89.1203813277409,5.3381309687072,0.913260519919906,5.845134933869,5.06157810978916e-09,2.22709436830723e-08
"Enterobacterales Enterobacteriaceae",31.4578365527722,4.80899706811713,1.38538258200831,3.47124117956341,0.000518058474179352,0.00189954773865762
"Burkholderiales Sutterellaceae",13996.1805094113,0.6327468153578,0.222514188856997,2.84362457337247,0.00446035694165981,0.014018264673788
"Clostridiales Clostridiales_Incertae_Sedis_XIII",12.067934098339,3.95192280048505,1.42939825172402,2.76474579125766,0.00569671713454475,0.0156659721199981
"Clostridiales Eubacteriaceae",14.3395615810584,5.02397338591085,1.90714990228555,2.63428342989193,0.00843150728688283,0.0206103511457136
"Eggerthellales Eggerthellaceae",11.3340032320216,-4.2587943266356,1.74948206669873,-2.43431722319506,0.0149199129188157,0.0328238084213946
"Bacteroidales Rikenellaceae",718.630963560422,0.95724980057739,0.527331814251014,1.81527033777964,0.069482375043677,0.131999360666522
"Lactobacillales Streptococcaceae",27.6498704010863,-3.11470025706791,1.73123511336094,-1.79912031186866,0.0719996512726482,0.131999360666522
"Acidaminococcales Acidaminococcaceae",129.525589355698,2.1953183211591,1.54247386595243,1.42324506730204,0.154665125226146,0.261740981151939
"Clostridiales unknown",36.6252818540995,1.89916193540253,1.43020671089016,1.32789331845639,0.184213352336871,0.289478125100798
"Desulfovibrionales Desulfovibrionaceae",291.822916015641,-1.23682137702288,1.39150219349914,-0.888838970431455,0.374089628544329,0.548664788531683
"Bacteroidales Porphyromonadaceae",9394.56939224807,-0.172759713090141,0.24712938838429,-0.699065838424269,0.484510886399274,0.666202468799002
"Verrucomicrobiales Akkermansiaceae",55223.4329264249,0.0627116245661816,0.172997019383952,0.362501185219835,0.716977537997582,0.927853284467459
"Bacteroidales Bacteroidaceae",107116.124214249,-0.0434326315799645,0.173211028539849,-0.25074980470988,0.802007551881694,0.95143449519474
"Bacteroidales Barnesiellaceae",12.2019136582626,0.271925809529303,2.81094933647573,0.0967380685239365,0.922934407281897,0.95143449519474
"Pseudomonadales Moraxellaceae",6.52966603832328,0.41141300098595,4.27958793957378,0.0961337882980678,0.923414316390357,0.95143449519474
"Bacteroidales Odoribacteraceae",10.0204309761455,0.411408190143666,4.27958793957362,0.0961326641612731,0.923415209186771,0.95143449519474
"Clostridiales Peptostreptococcaceae",8.45455025497608,-0.165606221743721,2.719069877897,-0.0609054673768829,0.95143449519474,0.95143449519474
