	OTU_1	OTU_2	OTU_3	OTU_4	OTU_5	OTU_6	OTU_7	OTU_8	OTU_9	OTU_10	OTU_12	OTU_13	OTU_16	OTU_17	OTU_18	OTU_19	OTU_21	OTU_23	OTU_24	OTU_25	OTU_27	OTU_29	OTU_30	OTU_31	OTU_32	OTU_33	OTU_34	OTU_35	OTU_37	OTU_38	OTU_39	OTU_40	OTU_42	OTU_43	OTU_44	OTU_45	OTU_46	OTU_47	OTU_52	OTU_53	OTU_54	OTU_55	OTU_57	OTU_58	OTU_59	OTU_61	OTU_62	OTU_63	OTU_65	OTU_66	OTU_67	OTU_68	OTU_69	OTU_71	OTU_73	OTU_75	OTU_76	OTU_78	OTU_80	OTU_82	OTU_84	OTU_85	OTU_86	OTU_87	OTU_88	OTU_90	OTU_92	OTU_94	OTU_95	OTU_96	OTU_99	OTU_100	OTU_103	OTU_104	OTU_106	OTU_111	OTU_113	OTU_115	OTU_116	OTU_118	OTU_120	OTU_121	OTU_133	OTU_134	OTU_136	OTU_137	OTU_139	OTU_146	OTU_150	OTU_151	OTU_152	OTU_153	OTU_160	OTU_182
OTU_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.535710998792505e-12	6.7839428368486986e-12	0.0	-2.4311666715829565e-10	1.1235453762885282e-11	0.0	0.0	0.0	-4.8169918316931245e-11	0.0	0.0	-2.2429840730627575e-10	0.0	1.597244229671071e-12	1.2085313853802413e-11	0.0	1.9411671481249217e-11	2.7262363857905615e-11	4.618899000481511e-12	-1.0911971162843929e-10	8.603171459121072e-12	-1.919714478597961e-10	1.4313964441731371e-11	7.661489058226433e-12	0.0	-2.103040993346431e-11	1.8723760968694297e-11	1.1686702247401751e-11	4.097439094349541e-12	0.0	1.5703231296138438e-10	-1.7421634039337954e-10	0.0	0.0	0.0	-1.1466146318320969e-09	-9.649560510434712e-12	-7.765621200475097e-10	0.0	4.646435635522947e-12	-3.715969837698545e-11	-9.791261075086881e-12	1.529475637165889e-11	1.62981762006314e-11	4.177499245069227e-11	-1.768221111279381e-09	-3.897704842036764e-13	5.687404101878539e-10	-1.105424948295757e-09	1.6298613317468606e-11	0.0	-8.774246820820895e-10	6.081364948842448e-10	-5.958727410901618e-11	0.0	2.5131463800292886e-11	0.0	-1.0919506080154334e-09	9.128273097398891e-10	0.0	6.47702539593879e-11	1.8105119937682568e-11	-9.624124226339046e-11	0.0	7.661190689055399e-11	2.1398258678929356e-11	1.1454937040374314e-11	0.0	8.302075003047016e-11	-3.422083687848789e-11	4.123713190071874e-10	-6.532265539380831e-10	-1.954622696559793e-09	0.0	-6.038231207727085e-09	0.0	-8.21534067812876e-10	1.1204245903075757e-09	9.94746643492415e-10	2.447099918780957e-11	2.7351237048256965e-11	-5.879534778300754e-11
OTU_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.5908596600169244e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.592237915000873e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.068162802848421e-10	0.0	-3.8191735442155034e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.331807364503188e-10	0.0	0.0	-5.021900425735985e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.262303039349728e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3737474045294129e-09	0.0	-3.279201341676391e-10	0.0	0.0	0.0	0.0	0.0
OTU_16	-5.852439831808404e-13	-5.045275936632912e-13	-6.676167321555486e-13	-3.862103211540764e-12	-6.333166605384621e-13	0.0	-3.6026871673756404e-13	-5.572637760338635e-13	-7.701934839552576e-11	3.7968494155175057e-10	-5.101723530968011e-13	3.9345402084390123e-10	0.0	0.0	2.792020359736934e-12	-6.164928246470445e-11	0.0	0.0	6.971972270626737e-11	0.0	-3.978067191772653e-11	-5.124624667780015e-12	0.0	-8.713237330960356e-11	0.0	0.0	0.0	0.0	1.4820263358668545e-11	0.0	0.0	-1.4215982932071119e-10	0.0	-3.391931660238906e-10	0.0	0.0	0.0	-7.254491083617436e-11	1.3486024487093755e-11	0.0	0.0	3.610902400829628e-10	0.0	-3.398215749763194e-10	-2.17698528112059e-11	1.5308995049001325e-11	5.608875367204394e-11	-1.2787745500526934e-09	0.0	-9.796837940114788e-10	-3.515167746871183e-11	0.0	-5.986156338632782e-11	-4.142495443376104e-11	0.0	1.3090449616805429e-11	0.0	-2.1427421709456684e-09	0.0	7.135742392556924e-10	-1.2837486271379867e-09	0.0	-1.2410189414067373e-10	-8.79938288298283e-10	5.982845982398631e-10	-1.2684535014355494e-10	3.111352923713911e-10	0.0	0.0	-1.2831729002492739e-09	5.828498575365321e-10	0.0	3.086270118502157e-11	1.147395391689678e-11	-1.3899666749433234e-10	7.960092579277648e-11	0.0	0.0	0.0	0.0	0.0	-1.4805339652521954e-10	4.67920197523878e-10	-9.180738870167923e-10	3.7817928431567084e-10	0.0	-1.6678467581569142e-09	0.0	-8.199358705480144e-10	1.5748504299807309e-09	1.3465260906142263e-09	0.0	0.0	0.0
OTU_17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.601142373202954e-11	1.9668452834483566e-10	0.0	3.2456179215326014e-10	0.0	0.0	0.0	-7.13975582487234e-11	0.0	0.0	6.899978632004312e-11	0.0	-5.372933920069086e-11	0.0	0.0	-9.67788191270833e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5877031339243876e-10	0.0	-3.039218218699429e-10	0.0	0.0	0.0	-7.605620187036063e-11	0.0	0.0	0.0	2.3882528974626534e-10	0.0	-3.028810513644128e-10	-2.5729173870223203e-11	1.8109495197923714e-11	4.452780866314353e-11	-1.3260947611584557e-09	0.0	-1.0154255660451744e-09	-4.171142367539405e-11	0.0	-6.571833135474321e-11	-6.153051362148594e-11	0.0	0.0	0.0	-2.2864425732229693e-09	0.0	6.803352415840603e-10	-1.3024979084618303e-09	0.0	-1.2867658210066488e-10	-8.109648684532166e-10	5.348898804652858e-10	-1.5334252867464576e-10	0.0	0.0	0.0	-1.3344118687995792e-09	5.700648960801609e-10	0.0	0.0	0.0	-1.4253129472072142e-10	8.244995795965734e-11	0.0	0.0	0.0	0.0	0.0	-1.6780192866452695e-10	3.8438779204259806e-10	-1.044553929393925e-09	2.0948783113418618e-10	0.0	-1.2050171786566549e-09	0.0	-7.171346349025723e-10	1.24254462620976e-09	1.1985573834290567e-09	0.0	0.0	0.0
OTU_18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.274294713118071e-12	6.4863122807240646e-12	0.0	-2.3907928460905297e-10	1.0870229306965751e-11	0.0	0.0	0.0	-4.693254070871851e-11	0.0	0.0	-2.2298100605245097e-10	0.0	2.180700261133132e-12	1.1596021953954805e-11	0.0	1.8239792654880916e-11	2.637108893757074e-11	0.0	-1.131419171438422e-10	8.283943231522794e-12	-2.0619574757224448e-10	1.3783859361230696e-11	7.298061824266073e-12	0.0	-2.8606554143448337e-11	1.754722601086199e-11	1.0751378278011593e-11	3.429101567186744e-12	0.0	1.6139063629768157e-10	-1.8673376129226246e-10	0.0	0.0	0.0	-1.1771569333856574e-09	-1.2463408205005206e-11	-8.093768088481186e-10	0.0	4.577399772229668e-12	-4.102150319348459e-11	-1.4259163981240095e-11	1.4230078619410973e-11	1.512180401466701e-11	4.08933702814821e-11	-1.8218686640539113e-09	-1.844796602168671e-12	6.170638857537352e-10	-1.1275644046961593e-09	1.544515419043414e-11	0.0	-8.721321841076196e-10	6.367341829459103e-10	-6.375355952421257e-11	0.0	2.4751027128144368e-11	0.0	-1.1157158742901182e-09	9.349835720305466e-10	0.0	6.330585151266976e-11	1.669608210693567e-11	-1.0076944844836645e-10	0.0	7.446940022726847e-11	2.196051129330214e-11	1.0942813787628771e-11	0.0	8.372138297681083e-11	-5.777785391007285e-11	4.272483357167477e-10	-6.797058890734521e-10	-1.8723309758894514e-09	0.0	-5.921284895551449e-09	0.0	-8.398198041854821e-10	1.153672549533959e-09	1.032996733089987e-09	2.3521862085241488e-11	3.425582108654814e-11	-6.372564102788972e-11
OTU_19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0095616619865325e-09	0.0	-6.35135780067571e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.257604864607702e-10	0.0	0.0	-9.199178846637572e-10	0.0	0.0	-6.750795233023816e-10	0.0	0.0	0.0	0.0	0.0	-7.858122571088386e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.127226146108233e-10	0.0	0.0	0.0	0.0	0.0
OTU_21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.514685344272513e-11	3.8921742485421457e-10	0.0	3.8291483233126275e-10	0.0	0.0	0.0	-5.7611306663477924e-11	0.0	0.0	8.547519203737315e-11	0.0	-4.78533453526454e-11	-5.10470474684289e-12	0.0	-8.022440131853444e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5646433013750932e-10	0.0	-3.4701776318068725e-10	0.0	0.0	0.0	-7.356223610763727e-11	0.0	0.0	0.0	3.419237601787353e-10	0.0	-3.4873169340085385e-10	-2.4397377318527666e-11	1.964276409471974e-11	5.2160050816145436e-11	-1.37494627430411e-09	0.0	-1.0556129094986479e-09	-3.762678272239549e-11	0.0	-6.736306563181154e-11	-5.4774801963145163e-11	0.0	0.0	0.0	-2.271622612701941e-09	0.0	7.45531290275403e-10	-1.3634364150420973e-09	0.0	-1.2412465501346592e-10	-9.383847787931997e-10	6.040932851842064e-10	-1.4216585400937442e-10	3.047801601472054e-10	0.0	0.0	-1.360475671471121e-09	6.017735447770331e-10	0.0	2.5123729331074927e-11	0.0	-1.4968613236025013e-10	8.125572378661228e-11	0.0	0.0	0.0	0.0	0.0	-1.5910677864956795e-10	4.949899442151952e-10	-9.536472301111708e-10	2.9904861076325535e-10	0.0	-1.2099392258574344e-09	0.0	-8.405229649166351e-10	1.5852575114139201e-09	1.4280004980755029e-09	0.0	0.0	0.0
OTU_23	0.0	0.0	0.0	0.0	0.0	3.924589899896199e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.440948617673148e-11	6.0322727852618146e-12	0.0	0.0	0.0	0.0	0.0	0.0	-4.348430737370412e-11	0.0	-3.09451928550367e-12	6.554616158845548e-12	0.0	2.5645311068599336e-11	2.4681245151670626e-11	0.0	-1.8880726302946482e-10	8.073184504396863e-12	-4.836162346699668e-10	1.2836555584495317e-11	4.0800443376550484e-12	0.0	-7.751747392843225e-11	2.2585238453663288e-11	5.229888914813318e-12	6.484109941634957e-12	1.8964177999878717e-10	0.0	-4.924797489035203e-10	0.0	0.0	0.0	-1.1902786204624816e-09	-3.1747555197627405e-11	-8.793762589071835e-10	0.0	-2.7728906087950397e-12	0.0	0.0	1.4394362487753311e-11	2.37971988580146e-11	1.8138258976670413e-11	-1.587249478692577e-09	-4.142811172692446e-11	4.2048186280967187e-10	-1.2018523281528364e-09	1.7264346159585786e-11	0.0	-1.33864237976943e-09	5.027852869217358e-10	-1.1945784849762733e-10	0.0	0.0	0.0	-1.1114313504825143e-09	5.654801854655417e-10	0.0	1.9020672340104633e-12	2.5026454777493177e-11	-1.4835458803623813e-10	0.0	8.74187191604802e-11	2.6626526732516106e-11	1.0330820464616117e-11	0.0	6.490048040245033e-11	-9.007415570874852e-11	4.2847388236524783e-10	-6.938923054237698e-10	-3.451499876163582e-10	0.0	-8.278706752607006e-10	0.0	-1.3422814131207017e-09	6.314406344217411e-10	6.871851671184341e-10	1.6104548644295464e-11	3.175306988619779e-11	-8.020238407249126e-11
OTU_24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.432733852468814e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.995762622902575e-10	0.0	-6.129657898694123e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0467347065467787e-09	0.0	0.0	-6.709856928185423e-10	0.0	0.0	-3.6996395046122345e-10	0.0	0.0	0.0	0.0	0.0	-7.107218047318813e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.318394870097565e-10	0.0	-1.125329381315212e-09	0.0	-2.6113237948535093e-10	0.0	0.0	0.0	0.0	0.0
OTU_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.922897578219998e-10	0.0	0.0	0.0	-5.875002583888845e-11	0.0	0.0	5.1269962475901626e-11	0.0	-1.5298759744227596e-11	0.0	0.0	-6.320414885804745e-11	0.0	0.0	0.0	0.0	2.3851185347418225e-11	1.8211766986510833e-11	0.0	-1.9107349595917186e-10	0.0	-4.34301234865697e-10	0.0	0.0	0.0	-6.568472027893724e-11	2.0688623813633693e-11	0.0	0.0	2.679755658569727e-10	0.0	-4.4907080455401327e-10	0.0	3.751737897975564e-11	0.0	-1.4707414606324579e-09	0.0	-1.0467354110193616e-09	-2.415945735015903e-11	0.0	0.0	-2.2502067977080907e-11	1.2571065822453814e-11	2.0279628407036747e-11	0.0	-1.9315076891163287e-09	0.0	4.664687046851186e-10	-1.4480049600065872e-09	1.273457111223326e-11	0.0	-1.3084175097559515e-09	5.525832970945025e-10	-8.199059025416675e-11	0.0	0.0	0.0	-1.3671363725987122e-09	5.764068103352035e-10	0.0	1.1954521819646521e-11	1.9391327693908013e-11	-1.4557612865889782e-10	0.0	0.0	0.0	0.0	0.0	0.0	-1.120366008546659e-10	4.5265342843419953e-10	-7.478134405684974e-10	1.0591260982025855e-10	0.0	-1.178698317927474e-09	0.0	-1.2077952566085031e-09	1.092637978542179e-09	9.624200187412077e-10	0.0	0.0	0.0
OTU_27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.78520158230042e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5530149527591572e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.868832893637276e-11	0.0	-1.221562976052243e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.1135818389538173e-10	0.0	0.0	0.0	-1.266226398569837e-09	0.0	-8.844784645185204e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.9812548353122248e-09	0.0	6.208187960640173e-10	-1.1558684191497502e-09	0.0	0.0	-6.277054543483035e-10	5.90487169470081e-10	0.0	0.0	0.0	0.0	-1.2655853494404838e-09	8.462629680091203e-10	0.0	0.0	0.0	-8.860412494902158e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.003033451631322e-10	-1.4292787829864026e-09	0.0	-3.6442895664786677e-09	0.0	-6.486136686575973e-10	6.375866223962455e-10	6.924432211931765e-10	0.0	0.0	0.0
OTU_29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6739495350632945e-12	7.014033723095494e-12	0.0	-2.3589251904160037e-10	1.1372053605944409e-11	0.0	0.0	0.0	-4.809971379035647e-11	0.0	0.0	-2.1975219107812627e-10	0.0	4.598711900519383e-12	1.2184226848280546e-11	0.0	1.959360048288307e-11	2.727137131957598e-11	4.631335598459296e-12	-1.046523816196738e-10	8.603978495257073e-12	-1.9294135872004062e-10	1.4219326858029865e-11	7.830120627772486e-12	0.0	-2.080075502322118e-11	1.8692839267885123e-11	1.2675473987979392e-11	4.2990669592630795e-12	0.0	1.4954460205686015e-10	-1.7772209122946898e-10	0.0	0.0	0.0	-1.1243765855994325e-09	-7.87225091187801e-12	-7.72595653295846e-10	0.0	6.104878220776979e-12	-3.4752336964069835e-11	-6.7441433864677266e-12	1.5371358385743028e-11	1.6493028641482962e-11	4.1313727239557926e-11	-1.6809305132578026e-09	-3.2785559285373755e-13	5.495636039531394e-10	-1.0955393248503452e-09	1.6631708331593452e-11	0.0	-8.574576966184257e-10	5.945546643306387e-10	-6.131301884397888e-11	0.0	2.5149390061408905e-11	0.0	-1.0493220054351264e-09	8.84553125853566e-10	0.0	6.254969829937531e-11	1.8240300580015367e-11	-9.356185391942406e-11	0.0	7.879517300185088e-11	2.2340309909652188e-11	1.1552988254854541e-11	0.0	6.643130293055386e-11	-3.531034447789124e-11	4.0671809017949803e-10	-6.361687991239855e-10	-1.8713472685494786e-09	0.0	-5.8942269200235024e-09	0.0	-8.078390716905374e-10	1.1501163413248972e-09	1.0118232681581366e-09	1.7314743357050838e-11	2.3811108359805565e-11	-5.0985822506813266e-11
OTU_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.361898276335465e-10	0.0	0.0	0.0	-2.374250795824899e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.7963688984512006e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0213711050730979e-10	0.0	-1.1542926599411953e-10	0.0	0.0	0.0	-4.5741321182227225e-11	0.0	0.0	0.0	0.0	0.0	-9.582216665360977e-11	0.0	0.0	0.0	-1.1867414964332758e-09	-1.9099553034474714e-11	-8.486316644375823e-10	0.0	0.0	-5.909543853168489e-11	-6.171565655658881e-11	0.0	0.0	0.0	-1.8920502441944874e-09	0.0	6.816844990571835e-10	-1.0654404370022051e-09	0.0	0.0	-4.378729763801771e-10	6.829357145581235e-10	0.0	0.0	0.0	0.0	-1.1308320532585204e-09	1.097961385940334e-09	0.0	4.2718535139044973e-11	0.0	-8.680274157128111e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2134252912489072e-10	-7.155714517723122e-10	-1.2462211704834659e-09	0.0	-3.508181338054611e-09	0.0	-4.5496376115643396e-10	7.50208962979278e-10	7.597286775730125e-10	0.0	0.0	0.0
OTU_31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.077494918222278e-09	0.0	-7.216339618899836e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3612226066177828e-09	0.0	0.0	-1.0277278186970265e-09	0.0	0.0	-7.273782945407775e-10	3.028259410281685e-10	0.0	0.0	0.0	0.0	-9.301559871003455e-10	5.062166068902324e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.653542205548886e-09	0.0	-7.819195438970406e-10	4.4414837636717726e-10	5.374277070094351e-10	0.0	0.0	0.0
OTU_32	0.0	0.0	0.0	0.0	0.0	4.18866438677385e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9539138776639275e-12	0.0	-4.682058480360482e-11	6.1390993572989904e-12	0.0	0.0	0.0	0.0	0.0	0.0	-4.3553712507406545e-11	0.0	-2.2095578854552214e-12	7.958500738653053e-12	0.0	3.24303505421276e-11	3.091134898405987e-11	0.0	-1.890796640665171e-10	8.634042688815834e-12	-5.003566792883602e-10	1.4462272329292767e-11	4.465914998741373e-12	0.0	-7.873192113828781e-11	2.7279338093134172e-11	6.34860209299207e-12	7.492613505913477e-12	1.967817954253444e-10	0.0	-5.042722018983906e-10	0.0	0.0	0.0	-1.2140253746993353e-09	-3.287729124141225e-11	-8.677022914653348e-10	-1.828711898293681e-11	-4.374275342166685e-13	0.0	0.0	1.7598453992124422e-11	2.7491908513112112e-11	2.0930513550717485e-11	-1.5717826715999822e-09	-5.0540585056135393e-11	4.579089633399825e-10	-1.2286391888508093e-09	2.0343100486617618e-11	0.0	-1.37323829206533e-09	5.496573670703102e-10	-1.061839872683846e-10	0.0	2.363136808888346e-11	0.0	-1.113227711275086e-09	6.31070532022981e-10	0.0	9.660794322273326e-12	3.4723977221413515e-11	-1.4703429589762227e-10	0.0	9.392942277475097e-11	2.688470894472531e-11	1.120802442818657e-11	0.0	7.221378522376415e-11	-9.023180842783878e-11	4.5813573937988444e-10	-6.903031976781419e-10	-3.529569232694963e-10	0.0	-9.057107375592364e-10	0.0	-1.366076619510297e-09	7.128812208435538e-10	7.78702482083961e-10	1.9572147693687916e-11	3.096804048410596e-11	-5.939154292686748e-11
OTU_33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.9035746864716375e-11	1.3831523936803152e-10	0.0	-5.931127255066668e-11	0.0	0.0	0.0	-2.865403789339929e-11	0.0	0.0	0.0	0.0	-2.6855535733570356e-11	0.0	0.0	-5.083041407192224e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2053554772774552e-10	0.0	-2.666833732644307e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26324609391944e-10	0.0	-2.658116129774636e-10	0.0	0.0	0.0	-1.336956024597779e-09	0.0	-1.0153314239458277e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.027441735633635e-09	0.0	5.297072553257927e-10	-1.3048164861024217e-09	0.0	0.0	-8.760737810615392e-10	4.1759259767319843e-10	-7.784983382367615e-11	0.0	0.0	0.0	-1.3222831057264908e-09	3.9222850253709315e-10	0.0	0.0	0.0	-1.2174418355511176e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.661483320630776e-10	-7.940010350915802e-10	3.4055949414891385e-10	0.0	-1.0238177150868758e-09	0.0	-7.916789728838032e-10	9.219897383847066e-10	8.344172449140012e-10	0.0	0.0	0.0
OTU_34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.804528322911671e-11	1.4682459542266232e-10	0.0	3.6629649307308133e-10	0.0	0.0	0.0	-5.826909830685361e-11	0.0	0.0	5.935528890501024e-11	0.0	-4.475966571740176e-11	0.0	0.0	-8.224804217168699e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8659801579811874e-10	0.0	-3.2301181980234436e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2286777078341314e-10	0.0	-3.096174085585038e-10	-2.5590293404012027e-11	1.3558754378397911e-11	0.0	-1.3974949461497609e-09	0.0	-1.0809738956006517e-09	-3.940945721417737e-11	0.0	-7.01090687744576e-11	-7.904828968929487e-11	0.0	0.0	0.0	-2.3364063839976636e-09	0.0	7.395942360239013e-10	-1.3314961368437602e-09	0.0	-1.3084263663101484e-10	-7.885396992333795e-10	5.048375360237903e-10	-1.5459390364512058e-10	0.0	0.0	0.0	-1.3949096089039034e-09	5.492175507412111e-10	0.0	0.0	0.0	-1.5716800105751052e-10	8.403094998225922e-11	0.0	0.0	0.0	0.0	0.0	0.0	3.941791599267182e-10	-1.034782653158786e-09	5.249452008905047e-10	0.0	-8.475836395842108e-10	0.0	-5.84883278421897e-10	1.2288146333379004e-09	1.2404586924070898e-09	0.0	0.0	0.0
OTU_35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.263961034488763e-10	0.0	0.0	0.0	-5.331557268048305e-11	0.0	0.0	2.3774781141548206e-11	0.0	-1.7809736153262764e-11	0.0	0.0	-6.068723076432087e-11	0.0	0.0	0.0	0.0	2.580494554062011e-11	1.628691821841262e-11	0.0	-1.63056317519673e-10	0.0	-4.0547944815916844e-10	0.0	0.0	0.0	-7.594724381185761e-11	2.2496533141604563e-11	0.0	0.0	2.482357818875444e-10	0.0	-4.121736024099986e-10	0.0	2.8093893328021944e-11	4.269890078282428e-11	-1.415663151740033e-09	-3.102011923349549e-11	-1.0514717581193286e-09	-1.946774770728915e-11	0.0	0.0	-2.667638139109209e-11	1.3784414221431912e-11	2.244527959346782e-11	1.931785434350533e-11	-2.0132578717203892e-09	0.0	5.480755349583892e-10	-1.454306794553211e-09	1.4256206498476065e-11	0.0	-1.2123812379031768e-09	5.936195584612363e-10	-8.310459609891777e-11	0.0	0.0	0.0	-1.3171136791212652e-09	5.413797952320927e-10	0.0	2.060888138273014e-11	2.2253628512551524e-11	-1.3803821318207232e-10	1.546923066669779e-11	0.0	0.0	0.0	0.0	0.0	-1.1127535309475828e-10	4.4097072432486113e-10	-7.724439020751182e-10	1.3275294815188479e-10	0.0	-1.1730481244610652e-09	0.0	-1.214033179151693e-09	1.0957517494020907e-09	9.237905623610644e-10	0.0	0.0	0.0
OTU_37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.868393706453329e-10	0.0	0.0	0.0	-1.3660217680161408e-10	0.0	0.0	0.0	0.0	-7.559968238034614e-11	0.0	0.0	-1.5056441679931761e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.9867866257256656e-10	0.0	-2.7585925992515833e-10	0.0	0.0	0.0	-7.839644677386475e-11	0.0	0.0	0.0	1.5700634559228503e-10	0.0	-2.5667841919538134e-10	0.0	0.0	0.0	-1.5306229430152012e-09	0.0	-1.1316175714033708e-09	0.0	0.0	-9.634110278632592e-11	-1.1188304397356342e-10	0.0	0.0	0.0	-2.374497307353559e-09	0.0	8.398922573996961e-10	-1.3735916142906271e-09	0.0	0.0	-7.186539691630318e-10	5.340872773841171e-10	-2.0696780930291866e-10	0.0	0.0	0.0	-1.4251533981514972e-09	7.192079064653127e-10	0.0	0.0	0.0	-1.7378644459376453e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3526077359674437e-10	-1.0331916727289088e-09	3.133333570863664e-11	0.0	-8.60869842572597e-10	0.0	-5.308531413028951e-10	1.107007429244579e-09	1.2611565788290385e-09	0.0	0.0	0.0
